Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2
PENNSYLVANIA,2019,14,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW ENGLAND,2019,14,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
US RESIDENTS,2019,14,,-,2,,,-,2,,15,,375,,3445,,4611,,,US RESIDENTS
WASHINGTON,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MONTANA,2019,14,,-,0,,,-,,-,,-,2,,2,,5,,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2019,14,,-,0,,,-,,-,,-,3,,5,,7,,"MISSOURI
(38.636168, -92.566292)",
EAST SOUTH CENTRAL,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
PACIFIC,2019,14,,-,1,,,-,1,,15,,186,,1106,,2152,,,PACIFIC
WISCONSIN,2019,14,,-,0,,,-,,-,,-,3,,,-,9,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2019,14,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2019,14,,-,1,,,-,1,,15,,186,,1105,,2145,,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2019,14,,-,0,,,-,,-,,-,5,,19,,73,,"NEVADA
(39.491833, -117.070159)",
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
VIRGINIA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
ARIZONA,2019,14,,-,1,,,-,,-,,-,291,,2294,,2258,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK CITY,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
KANSAS,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.345528, -98.201847)",
ILLINOIS,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WEST SOUTH CENTRAL,2019,14,,-,1,,,-,,-,,-,2,,3,,8,,,WEST SOUTH CENTRAL
OHIO,2019,14,,-,1,,,-,,-,,-,5,,5,,5,,"OHIO
(40.056807, -82.405897)",
MASSACHUSETTS,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
IDAHO,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
DELAWARE,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2019,14,,-,0,,,-,,-,,-,1,,2,,1,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(43.622479, -72.51927)",
TEXAS,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2019,14,,-,1,,,-,,-,,-,2,,1,,5,,"LOUISIANA
(31.2931, -92.463284)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2019,14,,-,0,,,-,,-,,-,4,,,-,37,,"MINNESOTA
(46.357661, -94.793397)",
NEW MEXICO,2019,14,,-,0,,,-,,-,,-,4,,7,,20,,"NEW MEXICO
(34.520396, -106.244402)",
WEST NORTH CENTRAL,2019,14,,-,1,,,-,,-,,-,4,,5,,46,,,WEST NORTH CENTRAL
SOUTH CAROLINA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MAINE,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.252223, -68.986647)",
NORTH DAKOTA,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW JERSEY,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2019,14,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
DISTRICT OF COLUMBIA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
HAWAII,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.30992, -157.858158)",
SOUTH DAKOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2019,14,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
AMERICAN SAMOA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
INDIANA,2019,14,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
IOWA,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.46942, -93.815856)",
ALASKA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
WYOMING,2019,14,,-,0,,,-,,-,,-,1,,,-,1,,"WYOMING
(43.23558, -108.110518)",
OREGON,2019,14,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2019,14,,-,1,,,-,,-,,-,4,,2,,12,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MOUNTAIN,2019,14,,-,1,,,-,,-,,-,293,,2322,,2376,,,MOUNTAIN
WEST VIRGINIA,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH ATLANTIC,2019,14,,-,1,,,-,,-,,-,1,,2,,1,,,SOUTH ATLANTIC
MIDDLE ATLANTIC,2019,14,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
TOTAL,2019,15,,-,2,,,-,2,,215,,409,,4500,,4895,,,TOTAL
NORTH DAKOTA,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH CAROLINA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2019,15,,-,0,,,-,,-,,-,2,,2,,7,,"MONTANA
(47.062617, -109.430168)",
VIRGINIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2019,15,,-,1,,,-,,-,194,,284,,2820,,2388,,"ARIZONA
(34.869712, -111.760902)",
MIDDLE ATLANTIC,2019,15,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
AMERICAN SAMOA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
NEW YORK CITY,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
EAST SOUTH CENTRAL,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
EAST NORTH CENTRAL,2019,15,,-,1,,,-,,-,1,,6,,8,,33,,,EAST NORTH CENTRAL
FLORIDA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2019,15,,-,0,,,-,,-,,-,4,,7,,21,,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2019,15,,-,0,,,-,,-,,-,3,,,-,12,,"WISCONSIN
(44.395526, -89.834513)",
PACIFIC,2019,15,,-,1,,,-,1,,20,,186,,1633,,2287,,,PACIFIC
LOUISIANA,2019,15,,-,1,,,-,,-,,-,2,,1,,5,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.345528, -98.201847)",
WEST NORTH CENTRAL,2019,15,,-,1,,,-,,-,,-,4,,5,,49,,,WEST NORTH CENTRAL
CALIFORNIA,2019,15,,-,1,,,-,1,,20,,186,,1632,,2279,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2019,15,,-,1,,,-,,-,,-,4,,2,,13,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2019,15,,-,0,,,-,,-,,-,1,,2,,2,,"MARYLAND
(39.290443, -76.612333)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW ENGLAND,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
NEVADA,2019,15,,-,0,,,-,,-,,-,5,,20,,77,,"NEVADA
(39.491833, -117.070159)",
OREGON,2019,15,,-,0,,,-,,-,,-,1,,1,,8,,"OREGON
(44.567912, -120.156945)",
UTAH,2019,15,,-,0,,,-,,-,,-,3,,,-,19,,"UTAH
(39.359772, -111.584173)",
US RESIDENTS,2019,15,,-,2,,,-,2,,215,,409,,4500,,4895,,,US RESIDENTS
OHIO,2019,15,,-,0,,,-,,-,1,,5,,6,,6,,"OHIO
(40.056807, -82.405897)",
WEST SOUTH CENTRAL,2019,15,,-,1,,,-,,-,,-,2,,3,,8,,,WEST SOUTH CENTRAL
PENNSYLVANIA,2019,15,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(43.622479, -72.51927)",
IOWA,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.46942, -93.815856)",
COLORADO,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2019,15,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2019,15,,-,0,,,-,,-,,-,3,,5,,8,,"MISSOURI
(38.636168, -92.566292)",
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WYOMING,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NEW YORK,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2019,15,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,4,,,-,39,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2019,15,,-,0,,,-,,-,,-,2,,,-,2,,"INDIANA
(39.76845, -86.156212)",
TEXAS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.827233, -99.423022)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WASHINGTON,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
SOUTH ATLANTIC,2019,15,,-,0,,,-,,-,,-,1,,2,,2,,,SOUTH ATLANTIC
ALASKA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
MISSISSIPPI,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
MOUNTAIN,2019,15,,-,1,,,-,,-,194,,286,,2849,,2514,,,MOUNTAIN
DISTRICT OF COLUMBIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
GEORGIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
ARKANSAS,2019,15,,-,0,,,-,,-,,-,1,,2,,3,,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2019,15,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
SOUTH CAROLINA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WYOMING,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,"WYOMING
(43.23558, -108.110518)",
MAINE,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.252223, -68.986647)",
ALASKA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
EAST NORTH CENTRAL,2019,16,,-,1,,,-,,-,,-,5,,8,,38,,,EAST NORTH CENTRAL
MIDDLE ATLANTIC,2019,16,,-,1,,,-,1,,,-,0,,,-,,-,MIDDLE ATLANTIC,
CALIFORNIA,2019,16,,-,1,,,-,1,,38,,186,,1839,,2409,,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2019,16,,-,0,,,-,,-,,-,1,,,-,1,,"RHODE ISLAND
(41.707447, -71.522488)",
MOUNTAIN,2019,16,,-,1,,,-,,-,242,,286,,3029,,2637,,,MOUNTAIN
VERMONT,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(43.622479, -72.51927)",
WEST SOUTH CENTRAL,2019,16,,-,1,,,-,,-,,-,2,,4,,9,,,WEST SOUTH CENTRAL
GEORGIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2019,16,,-,0,,,-,,-,,-,2,,2,,7,,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2019,16,,-,1,,,-,,-,,-,4,,2,,15,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.345528, -98.201847)",
DISTRICT OF COLUMBIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALABAMA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2019,16,,-,0,,,-,,-,,-,5,,6,,8,,"OHIO
(40.056807, -82.405897)",
NEW ENGLAND,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,,NEW ENGLAND
NEVADA,2019,16,,-,0,,,-,,-,,-,5,,20,,78,,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2019,16,,-,0,,,-,,-,,-,1,,3,,3,,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2019,16,,-,0,,,-,,-,,-,1,,2,,3,,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2019,16,,-,0,,,-,,-,,-,3,,6,,9,,"MISSOURI
(38.636168, -92.566292)",
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
COLORADO,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST NORTH CENTRAL,2019,16,,-,0,,,-,,-,,-,5,,6,,51,,,WEST NORTH CENTRAL
INDIANA,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2019,16,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2019,16,,-,0,,,-,,-,,-,2,,,-,13,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSISSIPPI,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
EAST SOUTH CENTRAL,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
KENTUCKY,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2019,16,,-,0,,,-,,-,,-,4,,7,,22,,"NEW MEXICO
(34.520396, -106.244402)",
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
US RESIDENTS,2019,16,,-,2,,,-,2,,280,,413,,4889,,5157,,,US RESIDENTS
HAWAII,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.30992, -157.858158)",
IDAHO,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2019,16,,-,0,,,-,,-,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
UTAH,2019,16,,-,0,,,-,,-,,-,4,,,-,19,,"UTAH
(39.359772, -111.584173)",
NEW YORK CITY,2019,16,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
PUERTO RICO,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2019,16,,-,0,,,-,,-,,-,1,,1,,8,,"OREGON
(44.567912, -120.156945)",
IOWA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2019,16,,-,0,,,-,,-,,-,4,,,-,40,,"MINNESOTA
(46.357661, -94.793397)",
TOTAL,2019,16,,-,2,,,-,2,,280,,413,,4889,,5157,,,TOTAL
LOUISIANA,2019,16,,-,1,,,-,,-,,-,2,,1,,6,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH ATLANTIC,2019,16,,-,0,,,-,,-,,-,1,,2,,3,,,SOUTH ATLANTIC
NEBRASKA,2019,16,,-,0,,,-,,-,,-,1,,,-,2,,"NEBRASKA
(41.640503, -99.367122)",
ILLINOIS,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WEST VIRGINIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
AMERICAN SAMOA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
ARIZONA,2019,16,,-,1,,,-,,-,242,,284,,3000,,2509,,"ARIZONA
(34.869712, -111.760902)",
PACIFIC,2019,16,,-,1,,,-,1,,38,,186,,1840,,2417,,,PACIFIC
WISCONSIN,2019,17,,-,0,,,-,,-,,-,2,,,-,13,,"WISCONSIN
(44.639954, -89.732969)",
NEW MEXICO,2019,17,,-,0,,,-,,-,,-,4,,7,,23,,"NEW MEXICO
(34.421369, -106.108388)",
OREGON,2019,17,,-,0,,,-,,-,,-,1,,1,,7,,"OREGON
(43.940449, -120.605279)",
WASHINGTON,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",
MAINE,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",
EAST SOUTH CENTRAL,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2019,17,,-,0,,,-,1,,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",
NEVADA,2019,17,,-,0,,,-,,-,,-,5,,25,,82,,"NEVADA
(39.283294, -114.916992)",
RHODE ISLAND,2019,17,,-,0,,,-,,-,,-,1,,,-,2,,"RHODE ISLAND
(41.572574, -71.534637)",
MINNESOTA,2019,17,,-,0,,,-,,-,,-,4,,,-,42,,"MINNESOTA
(46.349153, -94.198308)",
WEST VIRGINIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",
VIRGINIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",
NORTH CAROLINA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",
TENNESSEE,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",
PUERTO RICO,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2019,17,,-,0,,,-,,-,,-,5,,6,,8,,"OHIO
(40.415534, -82.70936)",
NEW YORK CITY,2019,17,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY
SOUTH CAROLINA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",
CONNECTICUT,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",
OKLAHOMA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",
HAWAII,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",
MISSISSIPPI,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",
