Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2021†","Cholera, Cum 2021†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2021†","Coccidioidomycosis, Cum 2021†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
WASHINGTON,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20211562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,15,,-,0,,,-,,-,,-,2,,,-,,-,,NEW ENGLAND,20211502,
RHODE ISLAND,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211507,POINT (-71.534637 41.572574)
OREGON,2021,15,,-,0,,,-,,-,,-,2,,1,,3,,OREGON,,20211561,POINT (-120.605279 43.940449)
DELAWARE,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211529,POINT (-75.452394 38.994926)
ALABAMA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211539,POINT (-86.844516 32.756889)
KANSAS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20211534,POINT (-79.130883 35.52603)
GUAM,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211566,POINT (144.653198 13.3532)
NEW JERSEY,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20211510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20211554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,15,,-,0,,,-,,-,,-,7,,8,,25,,,EAST NORTH CENTRAL,20211514,
TENNESSEE,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20211542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20211503,POINT (-72.738288 41.575155)
MARYLAND,2021,15,,-,0,,,-,,-,,-,1,,,-,1,,MARYLAND,,20211533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20211535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20211546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211565,POINT (145.725693 15.1834)
OHIO,2021,15,,-,0,,,-,,-,,-,4,,2,,3,,OHIO,,20211518,POINT (-82.70936 40.415534)
MINNESOTA,2021,15,,-,0,,,-,,-,1,,5,,33,,26,,MINNESOTA,,20211523,POINT (-94.198308 46.349153)
LOUISIANA,2021,15,,-,1,,,-,,-,,-,1,,2,,4,,LOUISIANA,,20211545,POINT (-91.840238 30.921314)
HAWAII,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20211560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,15,,-,0,,,-,,-,,-,1,,,-,1,,,SOUTH ATLANTIC,20211528,
PENNSYLVANIA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20211513,POINT (-77.838886 40.896694)
UTAH,2021,15,,-,0,,,-,,-,,-,3,,8,,17,,UTAH,,20211555,POINT (-111.678222 39.323779)
COLORADO,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20211550,POINT (-105.547832 38.998552)
VERMONT,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20211508,POINT (-72.662695 44.075252)
KENTUCKY,2021,15,,-,0,,,-,,-,,-,1,,,-,2,,KENTUCKY,,20211540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20211567,POINT (-66.414655 18.215692)
MAINE,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20211504,POINT (-69.06137 45.117911)
VIRGINIA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20211536,POINT (-78.666382 37.510861)
ARIZONA,2021,15,,-,0,,,-,,-,198,,385,,4157,,2677,,ARIZONA,,20211549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20211564,
WISCONSIN,2021,15,,-,0,,,-,,-,,-,3,,3,,8,,WISCONSIN,,20211519,POINT (-89.732969 44.639954)
IDAHO,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20211551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211568,POINT (-64.840836 18.060868)
MICHIGAN,2021,15,,-,0,,,-,,-,,-,4,,3,,12,,MICHIGAN,,20211517,POINT (-85.730977 44.874798)
GEORGIA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20211532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20211512,
ARKANSAS,2021,15,,-,0,,,-,,-,,-,1,,1,,4,,ARKANSAS,,20211544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20211541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211527,POINT (-100.230491 44.43614)
WYOMING,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211556,POINT (-107.55145 42.999627)
MISSOURI,2021,15,,-,0,,,-,,-,,-,2,,,-,6,,MISSOURI,,20211524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211509,
CALIFORNIA,2021,15,,-,0,,,-,,-,72,,119,,1009,,1396,,CALIFORNIA,,20211559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20211537,POINT (-80.613729 38.642579)
FLORIDA,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20211531,POINT (-82.420978 28.260731)
MONTANA,2021,15,,-,0,,,-,,-,,-,2,,1,,3,,MONTANA,,20211552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,15,,-,0,,,-,,-,1,,5,,35,,38,,,WEST NORTH CENTRAL,20211520,
MASSACHUSETTS,2021,15,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20211505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,15,,-,0,,,-,,-,198,,391,,4203,,2742,,,MOUNTAIN,20211548,
INDIANA,2021,15,,-,0,,,-,,-,,-,0,,,-,2,,INDIANA,,20211516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,15,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20211569,
US TERRITORIES,2021,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211563,
FLORIDA,2021,17,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20211731,POINT (-82.420978 28.260731)
MONTANA,2021,17,,-,0,,,-,,-,,-,2,,1,,3,,MONTANA,,20211752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,17,,-,0,,,-,,-,1,,5,,42,,40,,,WEST NORTH CENTRAL,20211720,
MASSACHUSETTS,2021,17,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20211705,POINT (-71.481104 42.151077)
MOUNTAIN,2021,17,,-,0,,,-,,-,166,,388,,4584,,2977,,,MOUNTAIN,20211748,
INDIANA,2021,17,,-,0,,,-,,-,,-,0,,,-,2,,INDIANA,,20211716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,17,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20211769,
US TERRITORIES,2021,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211763,
US RESIDENTS,2021,18,,-,1,,,-,,-,223,,494,,6216,,5076,,,US RESIDENTS,20211801,
NEW HAMPSHIRE,2021,18,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20211806,POINT (-71.57139 43.680429)
NEW YORK,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211811,POINT (-75.59655 42.921241)
NEBRASKA,2021,18,,-,0,,,-,,-,,-,2,,2,,4,,NEBRASKA,,20211825,POINT (-99.810595 41.527099)
NORTH DAKOTA,2021,18,,-,0,,,-,,-,,-,1,,1,,2,,NORTH DAKOTA,,20211826,POINT (-100.46931 47.446305)
ILLINOIS,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20211815,POINT (-89.148632 40.124144)
IOWA,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20211821,POINT (-93.500061 42.074659)
DISTRICT OF COLUMBIA,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20211830,POINT (-77.016275 38.904785)
NEW ENGLAND,2021,18,,-,0,,,-,,-,,-,2,,,-,,-,,NEW ENGLAND,20211802,
RHODE ISLAND,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211807,POINT (-71.534637 41.572574)
DELAWARE,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211829,POINT (-75.452394 38.994926)
KANSAS,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211822,POINT (-98.38018 38.484729)
NEW JERSEY,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20211810,POINT (-74.655514 40.110253)
NEW MEXICO,2021,18,,-,0,,,-,,-,,-,1,,,-,,-,NEW MEXICO,,20211854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,18,,-,0,,,-,,-,,-,5,,8,,32,,,EAST NORTH CENTRAL,20211814,
TENNESSEE,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20211842,POINT (-86.343226 35.842998)
CONNECTICUT,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20211803,POINT (-72.738288 41.575155)
MARYLAND,2021,18,,-,0,,,-,,-,,-,2,,2,,2,,MARYLAND,,20211833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20211835,POINT (-80.864614 33.878572)
OKLAHOMA,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20211846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211865,POINT (145.725693 15.1834)
OHIO,2021,18,,-,0,,,-,,-,,-,4,,2,,3,,OHIO,,20211818,POINT (-82.70936 40.415534)
MINNESOTA,2021,18,,-,0,,,-,,-,1,,5,,42,,28,,MINNESOTA,,20211823,POINT (-94.198308 46.349153)
LOUISIANA,2021,18,,-,1,,,-,,-,,-,2,,3,,4,,LOUISIANA,,20211845,POINT (-91.840238 30.921314)
HAWAII,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20211860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,18,,-,0,,,-,,-,,-,2,,2,,2,,,SOUTH ATLANTIC,20211828,
PENNSYLVANIA,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20211813,POINT (-77.838886 40.896694)
UTAH,2021,18,,-,0,,,-,,-,,-,4,,13,,19,,UTAH,,20211855,POINT (-111.678222 39.323779)
COLORADO,2021,18,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20211850,POINT (-105.547832 38.998552)
PENNSYLVANIA,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20212113,POINT (-77.838886 40.896694)
UTAH,2021,21,,-,0,,,-,,-,,-,4,,19,,23,,UTAH,,20212155,POINT (-111.678222 39.323779)
COLORADO,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20212150,POINT (-105.547832 38.998552)
VERMONT,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20212108,POINT (-72.662695 44.075252)
KENTUCKY,2021,21,,-,0,,,-,,-,,-,1,,1,,3,,KENTUCKY,,20212140,POINT (-85.290484 37.526683)
PUERTO RICO,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20212167,POINT (-66.414655 18.215692)
MAINE,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20212104,POINT (-69.06137 45.117911)
VIRGINIA,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20212136,POINT (-78.666382 37.510861)
ARIZONA,2021,21,,-,0,,,-,,-,219,,385,,5352,,3480,,ARIZONA,,20212149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20212164,
WISCONSIN,2021,21,,-,0,,,-,,-,,-,1,,4,,14,,WISCONSIN,,20212119,POINT (-89.732969 44.639954)
IDAHO,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20212151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20212168,POINT (-64.840836 18.060868)
MICHIGAN,2021,21,,-,0,,,-,,-,,-,2,,6,,17,,MICHIGAN,,20212117,POINT (-85.730977 44.874798)
GEORGIA,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20212132,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20212112,
ARKANSAS,2021,21,,-,0,,,-,,-,,-,1,,1,,4,,ARKANSAS,,20212144,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20212141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20212127,POINT (-100.230491 44.43614)
WYOMING,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20212156,POINT (-107.55145 42.999627)
MISSOURI,2021,21,,-,0,,,-,,-,,-,2,,,-,8,,MISSOURI,,20212124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20212109,
CALIFORNIA,2021,21,,-,0,,,-,,-,18,,134,,1673,,2181,,CALIFORNIA,,20212159,POINT (-119.662127 37.211164)
TOTAL,2021,16,,-,1,,,-,,-,296,,453,,5466,,4422,,,TOTAL,20211670,
US RESIDENTS,2021,16,,-,1,,,-,,-,296,,453,,5466,,4421,,,US RESIDENTS,20211601,
NEW HAMPSHIRE,2021,16,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20211606,POINT (-71.57139 43.680429)
NEW YORK,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20211611,POINT (-75.59655 42.921241)
PACIFIC,2021,16,,-,0,,,-,,-,67,,108,,995,,1491,,,PACIFIC,20211657,
WEST SOUTH CENTRAL,2021,16,,-,1,,,-,,-,,-,2,,4,,8,,,WEST SOUTH CENTRAL,20211643,
NEBRASKA,2021,16,,-,0,,,-,,-,,-,2,,2,,4,,NEBRASKA,,20211625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,16,,-,0,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL,20211638,
NORTH DAKOTA,2021,16,,-,0,,,-,,-,,-,1,,1,,2,,NORTH DAKOTA,,20211626,POINT (-100.46931 47.446305)
NEVADA,2021,16,,-,0,,,-,,-,1,,9,,39,,48,,NEVADA,,20211653,POINT (-114.916992 39.283294)
ILLINOIS,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20211615,POINT (-89.148632 40.124144)
IOWA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20211621,POINT (-93.500061 42.074659)
TEXAS,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20211647,POINT (-99.317341 31.447238)
ALASKA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20211658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20211630,POINT (-77.016275 38.904785)
WASHINGTON,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20211662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,16,,-,0,,,-,,-,,-,2,,,-,,-,,NEW ENGLAND,20211602,
RHODE ISLAND,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20211607,POINT (-71.534637 41.572574)
OREGON,2021,16,,-,0,,,-,,-,,-,2,,1,,3,,OREGON,,20211661,POINT (-120.605279 43.940449)
DELAWARE,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20211629,POINT (-75.452394 38.994926)
WEST VIRGINIA,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20212137,POINT (-80.613729 38.642579)
FLORIDA,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20212131,POINT (-82.420978 28.260731)
MONTANA,2021,21,,-,0,,,-,,-,,-,2,,3,,5,,MONTANA,,20212152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,21,,-,0,,,-,,-,2,,5,,55,,52,,,WEST NORTH CENTRAL,20212120,
MASSACHUSETTS,2021,21,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20212105,POINT (-71.481104 42.151077)
MOUNTAIN,2021,21,,-,0,,,-,,-,219,,388,,5427,,3576,,,MOUNTAIN,20212148,
TOTAL,2021,31,,-,2,,,-,,-,208,,576,,11015,,9182,,,TOTAL,20213170,
ALABAMA,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20211639,POINT (-86.844516 32.756889)
KANSAS,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20211622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20211634,POINT (-79.130883 35.52603)
GUAM,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211666,POINT (144.653198 13.3532)
NEW JERSEY,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20211610,POINT (-74.655514 40.110253)
NEW MEXICO,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20211654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,16,,-,0,,,-,,-,,-,7,,8,,25,,,EAST NORTH CENTRAL,20211614,
TENNESSEE,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20211642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20211603,POINT (-72.738288 41.575155)
MARYLAND,2021,16,,-,0,,,-,,-,,-,1,,,-,1,,MARYLAND,,20211633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20211635,POINT (-80.864614 33.878572)
OKLAHOMA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20211646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211665,POINT (145.725693 15.1834)
OHIO,2021,16,,-,0,,,-,,-,,-,4,,2,,3,,OHIO,,20211618,POINT (-82.70936 40.415534)
MINNESOTA,2021,16,,-,0,,,-,,-,2,,5,,36,,27,,MINNESOTA,,20211623,POINT (-94.198308 46.349153)
LOUISIANA,2021,16,,-,1,,,-,,-,,-,2,,3,,4,,LOUISIANA,,20211645,POINT (-91.840238 30.921314)
HAWAII,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20211660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,16,,-,0,,,-,,-,,-,1,,,-,1,,,SOUTH ATLANTIC,20211628,
PENNSYLVANIA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20211613,POINT (-77.838886 40.896694)
UTAH,2021,16,,-,0,,,-,,-,,-,3,,11,,18,,UTAH,,20211655,POINT (-111.678222 39.323779)
COLORADO,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20211650,POINT (-105.547832 38.998552)
VERMONT,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20211608,POINT (-72.662695 44.075252)
KENTUCKY,2021,16,,-,0,,,-,,-,,-,1,,,-,2,,KENTUCKY,,20211640,POINT (-85.290484 37.526683)
PUERTO RICO,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20211667,POINT (-66.414655 18.215692)
MAINE,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20211604,POINT (-69.06137 45.117911)
VIRGINIA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20211636,POINT (-78.666382 37.510861)
ARIZONA,2021,16,,-,0,,,-,,-,226,,385,,4369,,2786,,ARIZONA,,20211649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20211664,
WISCONSIN,2021,16,,-,0,,,-,,-,,-,3,,3,,8,,WISCONSIN,,20211619,POINT (-89.732969 44.639954)
IDAHO,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20211651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211668,POINT (-64.840836 18.060868)
MICHIGAN,2021,16,,-,0,,,-,,-,,-,4,,3,,12,,MICHIGAN,,20211617,POINT (-85.730977 44.874798)
GEORGIA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20211632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20211612,
ARKANSAS,2021,16,,-,0,,,-,,-,,-,1,,1,,4,,ARKANSAS,,20211644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20211641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20211627,POINT (-100.230491 44.43614)
WYOMING,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211656,POINT (-107.55145 42.999627)
MISSOURI,2021,16,,-,0,,,-,,-,,-,2,,,-,6,,MISSOURI,,20211624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20211609,
CALIFORNIA,2021,16,,-,0,,,-,,-,67,,108,,994,,1488,,CALIFORNIA,,20211659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20211637,POINT (-80.613729 38.642579)
FLORIDA,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20211631,POINT (-82.420978 28.260731)
MONTANA,2021,16,,-,0,,,-,,-,,-,2,,1,,3,,MONTANA,,20211652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,16,,-,0,,,-,,-,2,,5,,39,,39,,,WEST NORTH CENTRAL,20211620,
MASSACHUSETTS,2021,16,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20211605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,16,,-,0,,,-,,-,227,,388,,4420,,2855,,,MOUNTAIN,20211648,
INDIANA,2021,16,,-,0,,,-,,-,,-,0,,,-,2,,INDIANA,,20211616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,16,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20211669,
US TERRITORIES,2021,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211663,
INDIANA,2021,21,,-,0,,,-,,-,,-,0,,,-,2,,INDIANA,,20212116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,21,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20212169,
US TERRITORIES,2021,21,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20212163,
US RESIDENTS,2021,26,,-,1,,,-,,-,252,,574,,9148,,7701,,,US RESIDENTS,20212601,
NEW HAMPSHIRE,2021,26,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20212606,POINT (-71.57139 43.680429)
NEW YORK,2021,26,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20212611,POINT (-75.59655 42.921241)
PACIFIC,2021,26,,-,0,,,-,,-,49,,200,,2676,,3149,,,PACIFIC,20212657,
WEST SOUTH CENTRAL,2021,26,,-,1,,,-,,-,,-,2,,4,,8,,,WEST SOUTH CENTRAL,20212643,
NEBRASKA,2021,26,,-,0,,,-,,-,,-,1,,2,,10,,NEBRASKA,,20212625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,26,,-,0,,,-,,-,,-,1,,1,,6,,,EAST SOUTH CENTRAL,20212638,
NORTH DAKOTA,2021,26,,-,0,,,-,,-,,-,1,,2,,3,,NORTH DAKOTA,,20212626,POINT (-100.46931 47.446305)
NEVADA,2021,26,,-,0,,,-,,-,1,,9,,79,,88,,NEVADA,,20212653,POINT (-114.916992 39.283294)
ILLINOIS,2021,26,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20212615,POINT (-89.148632 40.124144)
IOWA,2021,26,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20212621,POINT (-93.500061 42.074659)
TEXAS,2021,26,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20212647,POINT (-99.317341 31.447238)
ALASKA,2021,26,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20212658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,26,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20212630,POINT (-77.016275 38.904785)
