Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2020†","Cholera, Cum 2020†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2020†","Coccidioidomycosis, Cum 2020†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
US TERRITORIES,2020,2,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200263,
NON-US RESIDENTS,2020,2,,-,0,,,-,,-,,-,2,,,-,,-,,NON-US RESIDENTS,20200269,
US RESIDENTS,2020,3,,-,1,,,-,,-,291,,478,,768,,909,,,US RESIDENTS,20200301,
NEW HAMPSHIRE,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20200306,POINT (-71.57139 43.680429)
NEW YORK,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200311,POINT (-75.59655 42.921241)
NEBRASKA,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,NEBRASKA,,20200325,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,NORTH DAKOTA,,20200326,POINT (-100.46931 47.446305)
ILLINOIS,2020,3,,-,1,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20200315,POINT (-89.148632 40.124144)
IOWA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20200321,POINT (-93.500061 42.074659)
US RESIDENTS,2020,18,,-,2,,,-,5,,112,,407,,3354,,5839,,,US RESIDENTS,20201801,
NEW ENGLAND,2020,30,,-,0,,,-,,-,,-,1,,1,,1,,,NEW ENGLAND,20203002,
TOTAL,2020,3,,-,1,,,-,,-,291,,478,,768,,909,,,TOTAL,20200370,
PACIFIC,2020,3,,-,0,,,-,,-,11,,251,,36,,441,,,PACIFIC,20200357,
WEST SOUTH CENTRAL,2020,3,,-,0,,,-,,-,,-,3,,1,,,-,,WEST SOUTH CENTRAL,20200343,
EAST SOUTH CENTRAL,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20200338,
NEVADA,2020,3,,-,1,,,-,,-,,-,7,,2,,7,,NEVADA,,20200353,POINT (-114.916992 39.283294)
TEXAS,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20200347,POINT (-99.317341 31.447238)
ALASKA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20200358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20200330,POINT (-77.016275 38.904785)
WASHINGTON,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20200362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND,20200302,
RHODE ISLAND,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20200307,POINT (-71.534637 41.572574)
OREGON,2020,3,,-,0,,,-,,-,,-,1,,,-,1,,OREGON,,20200361,POINT (-120.605279 43.940449)
DELAWARE,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200329,POINT (-75.452394 38.994926)
ALABAMA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20200339,POINT (-86.844516 32.756889)
KANSAS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20200334,POINT (-79.130883 35.52603)
GUAM,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200366,POINT (144.653198 13.3532)
NEW JERSEY,2020,3,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20200310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,3,,-,0,,,-,,-,,-,9,,,-,7,,NEW MEXICO,,20200354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,3,,-,1,,,-,,-,,-,5,,2,,2,,,EAST NORTH CENTRAL,20200314,
TENNESSEE,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20200342,POINT (-86.343226 35.842998)
OKLAHOMA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20200346,POINT (-97.508297 35.583449)
CONNECTICUT,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20200303,POINT (-72.738288 41.575155)
MARYLAND,2020,3,,-,1,,,-,,-,,-,1,,,-,1,,MARYLAND,,20200333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20200335,POINT (-80.864614 33.878572)
NORTHERN MARIANA ISLANDS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200365,POINT (145.725693 15.1834)
OHIO,2020,3,,-,0,,,-,,-,,-,3,,2,,,-,OHIO,,20200318,POINT (-82.70936 40.415534)
MINNESOTA,2020,3,,-,0,,,-,,-,,-,5,,,-,,-,MINNESOTA,,20200323,POINT (-94.198308 46.349153)
LOUISIANA,2020,3,,-,0,,,-,,-,,-,3,,1,,,-,LOUISIANA,,20200345,POINT (-91.840238 30.921314)
HAWAII,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20200360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,3,,-,1,,,-,,-,,-,1,,,-,1,,,SOUTH ATLANTIC,20200328,
PENNSYLVANIA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20200313,POINT (-77.838886 40.896694)
UTAH,2020,3,,-,0,,,-,,-,,-,4,,,-,6,,UTAH,,20200355,POINT (-111.678222 39.323779)
COLORADO,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20200350,POINT (-105.547832 38.998552)
VERMONT,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20200308,POINT (-72.662695 44.075252)
KENTUCKY,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,KENTUCKY,,20200340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20200367,POINT (-66.414655 18.215692)
MAINE,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20200304,POINT (-69.06137 45.117911)
VIRGINIA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20200336,POINT (-78.666382 37.510861)
ARIZONA,2020,3,,-,0,,,-,,-,280,,380,,726,,443,,ARIZONA,,20200349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20200364,
WISCONSIN,2020,3,,-,0,,,-,,-,,-,2,,,-,,-,WISCONSIN,,20200319,POINT (-89.732969 44.639954)
IDAHO,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20200351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200368,POINT (-64.840836 18.060868)
MICHIGAN,2020,3,,-,1,,,-,,-,,-,3,,,-,2,,MICHIGAN,,20200317,POINT (-85.730977 44.874798)
GEORGIA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20200332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20200312,
ARKANSAS,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,ARKANSAS,,20200344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20200341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH DAKOTA,,20200327,POINT (-100.230491 44.43614)
WYOMING,2020,3,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20200356,POINT (-107.55145 42.999627)
MISSOURI,2020,3,,-,0,,,-,,-,,-,2,,1,,2,,MISSOURI,,20200324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,3,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200309,
CALIFORNIA,2020,3,,-,0,,,-,,-,11,,251,,36,,440,,CALIFORNIA,,20200359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20200337,POINT (-80.613729 38.642579)
FLORIDA,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20200331,POINT (-82.420978 28.260731)
MONTANA,2020,3,,-,0,,,-,,-,,-,2,,,-,,-,MONTANA,,20200352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,3,,-,0,,,-,,-,,-,7,,1,,2,,,WEST NORTH CENTRAL,20200320,
MASSACHUSETTS,2020,3,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20200305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,3,,-,1,,,-,,-,280,,381,,728,,463,,,MOUNTAIN,20200348,
INDIANA,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,3,,-,0,,,-,,-,,-,2,,,-,,-,,NON-US RESIDENTS,20200369,
US TERRITORIES,2020,3,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200363,
US RESIDENTS,2020,4,,-,1,,,-,,-,206,,480,,984,,1260,,,US RESIDENTS,20200401,
NEW HAMPSHIRE,2020,4,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20200406,POINT (-71.57139 43.680429)
NEW YORK,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200411,POINT (-75.59655 42.921241)
TOTAL,2020,4,,-,1,,,-,,-,206,,480,,984,,1260,,,TOTAL,20200470,
GUAM,2020,30,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203066,POINT (144.653198 13.3532)
TOTAL,2020,8,,-,2,,,-,1,,286,,480,,2139,,2728,,,TOTAL,20200870,
US RESIDENTS,2020,8,,-,2,,,-,1,,286,,480,,2139,,2728,,,US RESIDENTS,20200801,
NEW HAMPSHIRE,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20200806,POINT (-71.57139 43.680429)
NEW YORK,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200811,POINT (-75.59655 42.921241)
PACIFIC,2020,8,,-,0,,,-,,-,28,,251,,150,,1314,,,PACIFIC,20200857,
WEST SOUTH CENTRAL,2020,8,,-,0,,,-,,-,,-,3,,3,,4,,,WEST SOUTH CENTRAL,20200843,
NEBRASKA,2020,8,,-,0,,,-,,-,,-,2,,2,,,-,NEBRASKA,,20200825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,8,,-,0,,,-,,-,,-,1,,1,,1,,,EAST SOUTH CENTRAL,20200838,
NORTH DAKOTA,2020,8,,-,0,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20200826,POINT (-100.46931 47.446305)
NEVADA,2020,8,,-,1,,,-,,-,,-,7,,11,,15,,NEVADA,,20200853,POINT (-114.916992 39.283294)
ILLINOIS,2020,8,,-,1,,,-,1,,,N,,NC,,N,,N,ILLINOIS,,20200815,POINT (-89.148632 40.124144)
IOWA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20200821,POINT (-93.500061 42.074659)
TEXAS,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20200847,POINT (-99.317341 31.447238)
ALASKA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20200858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20200830,POINT (-77.016275 38.904785)
WASHINGTON,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20200862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND,20200802,
RHODE ISLAND,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,RHODE ISLAND,,20200807,POINT (-71.534637 41.572574)
OREGON,2020,8,,-,0,,,-,,-,,-,1,,,-,1,,OREGON,,20200861,POINT (-120.605279 43.940449)
DELAWARE,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20200829,POINT (-75.452394 38.994926)
ALABAMA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,ALABAMA,,20200839,POINT (-86.844516 32.756889)
KANSAS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20200822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20200834,POINT (-79.130883 35.52603)
GUAM,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20200866,POINT (144.653198 13.3532)
NEW JERSEY,2020,8,,-,1,,,-,,-,,N,,NC,,N,,N,NEW JERSEY,,20200810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,8,,-,0,,,-,,-,,-,9,,,-,24,,NEW MEXICO,,20200854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,8,,-,1,,,-,1,,,-,5,,6,,5,,,EAST NORTH CENTRAL,20200814,
TENNESSEE,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20200842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,CONNECTICUT,,20200803,POINT (-72.738288 41.575155)
MARYLAND,2020,8,,-,1,,,-,,-,,-,1,,,-,1,,MARYLAND,,20200833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,SOUTH CAROLINA,,20200835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20200846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20200865,POINT (145.725693 15.1834)
OHIO,2020,8,,-,0,,,-,,-,,-,3,,2,,1,,OHIO,,20200818,POINT (-82.70936 40.415534)
MINNESOTA,2020,8,,-,0,,,-,,-,,-,6,,,-,4,,MINNESOTA,,20200823,POINT (-94.198308 46.349153)
LOUISIANA,2020,8,,-,0,,,-,,-,,-,3,,1,,2,,LOUISIANA,,20200845,POINT (-91.840238 30.921314)
HAWAII,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20200860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,8,,-,1,,,-,,-,,-,1,,,-,1,,,SOUTH ATLANTIC,20200828,
PENNSYLVANIA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20200813,POINT (-77.838886 40.896694)
UTAH,2020,8,,-,0,,,-,,-,,-,4,,1,,10,,UTAH,,20200855,POINT (-111.678222 39.323779)
COLORADO,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20200850,POINT (-105.547832 38.998552)
VERMONT,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20200808,POINT (-72.662695 44.075252)
KENTUCKY,2020,8,,-,0,,,-,,-,,-,1,,1,,1,,KENTUCKY,,20200840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20200867,POINT (-66.414655 18.215692)
MAINE,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20200804,POINT (-69.06137 45.117911)
VIRGINIA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20200836,POINT (-78.666382 37.510861)
ARIZONA,2020,8,,-,0,,,-,,-,258,,319,,1961,,1343,,ARIZONA,,20200849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20200864,
US RESIDENTS,2020,6,,-,2,,,-,,-,206,,480,,1600,,2034,,,US RESIDENTS,20200601,
MASSACHUSETTS,2020,4,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20200405,POINT (-71.481104 42.151077)
MIDDLE ATLANTIC,2020,4,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200409,
NEW YORK CITY,2020,4,,-,0,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20200412,
INDIANA,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200416,POINT (-86.2818 39.919991)
WEST NORTH CENTRAL,2020,4,,-,0,,,-,,-,,-,7,,1,,5,,,WEST NORTH CENTRAL,20200420,
MISSOURI,2020,4,,-,0,,,-,,-,,-,2,,1,,3,,MISSOURI,,20200424,POINT (-92.477244 38.3675)
SOUTH DAKOTA,2020,4,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH DAKOTA,,20200427,POINT (-100.230491 44.43614)
FLORIDA,2020,4,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20200431,POINT (-82.420978 28.260731)
WEST VIRGINIA,2020,4,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20200437,POINT (-80.613729 38.642579)
MISSISSIPPI,2020,4,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20200441,POINT (-89.65344 32.713378)
ARKANSAS,2020,4,,-,0,,,-,,-,,-,1,,,-,,-,ARKANSAS,,20200444,POINT (-92.439162 34.899825)
MOUNTAIN,2020,4,,-,1,,,-,,-,191,,366,,924,,642,,,MOUNTAIN,20200448,
MONTANA,2020,4,,-,0,,,-,,-,,-,2,,,-,,-,MONTANA,,20200452,POINT (-109.645127 47.033521)
WYOMING,2020,4,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20200456,POINT (-107.55145 42.999627)
CALIFORNIA,2020,4,,-,0,,,-,,-,15,,251,,56,,607,,CALIFORNIA,,20200459,POINT (-119.662127 37.211164)
US TERRITORIES,2020,4,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20200463,
NON-US RESIDENTS,2020,4,,-,0,,,-,,-,,-,2,,,-,,-,,NON-US RESIDENTS,20200469,
TOTAL,2020,5,,-,2,,,-,,-,338,,480,,1392,,1701,,,TOTAL,20200570,
US RESIDENTS,2020,5,,-,2,,,-,,-,338,,480,,1392,,1701,,,US RESIDENTS,20200501,
NEW HAMPSHIRE,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,NEW HAMPSHIRE,,20200506,POINT (-71.57139 43.680429)
NEW YORK,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20200511,POINT (-75.59655 42.921241)
PACIFIC,2020,5,,-,0,,,-,,-,9,,251,,67,,803,,,PACIFIC,20200557,
WEST SOUTH CENTRAL,2020,5,,-,0,,,-,,-,,-,3,,1,,1,,,WEST SOUTH CENTRAL,20200543,
NEBRASKA,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,NEBRASKA,,20200525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,5,,-,0,,,-,,-,,-,1,,,-,1,,,EAST SOUTH CENTRAL,20200538,
NORTH DAKOTA,2020,5,,-,0,,,-,,-,,-,1,,,-,1,,NORTH DAKOTA,,20200526,POINT (-100.46931 47.446305)
NEVADA,2020,5,,-,1,,,-,,-,,-,7,,2,,7,,NEVADA,,20200553,POINT (-114.916992 39.283294)
ILLINOIS,2020,5,,-,1,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20200515,POINT (-89.148632 40.124144)
IOWA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20200521,POINT (-93.500061 42.074659)
TEXAS,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20200547,POINT (-99.317341 31.447238)
ALASKA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,ALASKA,,20200558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,DISTRICT OF COLUMBIA,,20200530,POINT (-77.016275 38.904785)
WASHINGTON,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20200562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND,20200502,
WISCONSIN,2020,8,,-,0,,,-,,-,,-,2,,,-,,-,WISCONSIN,,20200819,POINT (-89.732969 44.639954)
IDAHO,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20200851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,8,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200868,POINT (-64.840836 18.060868)
MICHIGAN,2020,8,,-,1,,,-,,-,,-,3,,4,,4,,MICHIGAN,,20200817,POINT (-85.730977 44.874798)
GEORGIA,2020,8,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20200832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,8,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20200812,
ARKANSAS,2020,8,,-,0,,,-,,-,,-,1,,2,,2,,ARKANSAS,,20200844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20200841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH DAKOTA,,20200827,POINT (-100.230491 44.43614)
WYOMING,2020,8,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20200856,POINT (-107.55145 42.999627)
MISSOURI,2020,8,,-,0,,,-,,-,,-,2,,1,,5,,MISSOURI,,20200824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,8,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200809,
CALIFORNIA,2020,8,,-,0,,,-,,-,28,,251,,150,,1313,,CALIFORNIA,,20200859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20200837,POINT (-80.613729 38.642579)
FLORIDA,2020,8,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20200831,POINT (-82.420978 28.260731)
MONTANA,2020,8,,-,0,,,-,,-,,-,2,,3,,1,,MONTANA,,20200852,POINT (-109.645127 47.033521)
OHIO,2020,5,,-,0,,,-,,-,,-,3,,2,,1,,OHIO,,20200518,POINT (-82.70936 40.415534)
MINNESOTA,2020,5,,-,0,,,-,,-,,-,5,,,-,3,,MINNESOTA,,20200523,POINT (-94.198308 46.349153)
LOUISIANA,2020,5,,-,0,,,-,,-,,-,3,,1,,1,,LOUISIANA,,20200545,POINT (-91.840238 30.921314)
HAWAII,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,HAWAII,,20200560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,5,,-,1,,,-,,-,,-,1,,,-,1,,,SOUTH ATLANTIC,20200528,
PENNSYLVANIA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,PENNSYLVANIA,,20200513,POINT (-77.838886 40.896694)
UTAH,2020,5,,-,0,,,-,,-,,-,4,,,-,8,,UTAH,,20200555,POINT (-111.678222 39.323779)
COLORADO,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,COLORADO,,20200550,POINT (-105.547832 38.998552)
VERMONT,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,VERMONT,,20200508,POINT (-72.662695 44.075252)
KENTUCKY,2020,5,,-,0,,,-,,-,,-,1,,,-,1,,KENTUCKY,,20200540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,PUERTO RICO,,20200567,POINT (-66.414655 18.215692)
MAINE,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,MAINE,,20200504,POINT (-69.06137 45.117911)
VIRGINIA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,VIRGINIA,,20200536,POINT (-78.666382 37.510861)
ARIZONA,2020,5,,-,0,,,-,,-,329,,322,,1316,,855,,ARIZONA,,20200549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20200564,
WISCONSIN,2020,5,,-,0,,,-,,-,,-,2,,,-,,-,WISCONSIN,,20200519,POINT (-89.732969 44.639954)
IDAHO,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,IDAHO,,20200551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,5,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200568,POINT (-64.840836 18.060868)
MICHIGAN,2020,5,,-,1,,,-,,-,,-,3,,3,,2,,MICHIGAN,,20200517,POINT (-85.730977 44.874798)
GEORGIA,2020,5,,-,1,,,-,,-,,N,,NC,,N,,N,GEORGIA,,20200532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,5,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20200512,
ARKANSAS,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,ARKANSAS,,20200544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20200541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,SOUTH DAKOTA,,20200527,POINT (-100.230491 44.43614)
WYOMING,2020,5,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20200556,POINT (-107.55145 42.999627)
MISSOURI,2020,5,,-,0,,,-,,-,,-,2,,1,,3,,MISSOURI,,20200524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,5,,-,1,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20200509,
CALIFORNIA,2020,5,,-,0,,,-,,-,9,,251,,67,,802,,CALIFORNIA,,20200559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20200537,POINT (-80.613729 38.642579)
FLORIDA,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,FLORIDA,,20200531,POINT (-82.420978 28.260731)
MONTANA,2020,5,,-,0,,,-,,-,,-,2,,,-,,-,MONTANA,,20200552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,5,,-,0,,,-,,-,,-,7,,1,,7,,,WEST NORTH CENTRAL,20200520,
MASSACHUSETTS,2020,5,,-,0,,,-,,-,,N,,NC,,N,,N,MASSACHUSETTS,,20200505,POINT (-71.481104 42.151077)
