Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Chlamydia trachomatis infection, Cum 2016","Chlamydia trachomatis infection, Cum 2016, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag","Coccidioidomycosis, Cum 2016","Coccidioidomycosis, Cum 2016, flag",Location 1,Location 2
SOUTH DAKOTA,2017,43,1,,82,,120,,3282,,3628,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2017,43,62,,122,,350,,5240,,6147,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2017,43,,-,131,,180,,5307,,5801,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2017,43,95,,91,,496,,4057,,3197,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2017,43,704,,680,,1684,,29591,,26043,,,-,0,,1,,1,,14,,"LOUISIANA
(31.2931, -92.463284)",
AMER. SAMOA,2017,43,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
KANSAS,2017,43,1,,260,,304,,10770,,10023,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
NEW ENGLAND,2017,43,243,,1057,,1524,,38709,,44039,,,-,0,,1,,1,,3,,,
MINNESOTA,2017,43,3,,431,,506,,15428,,18820,,,-,1,,4,,47,,56,,"MINNESOTA
(46.357661, -94.793397)",
ALABAMA,2017,43,,-,533,,761,,21459,,22831,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
OREGON,2017,43,432,,362,,545,,15529,,14477,,,-,0,,2,,8,,9,,"OREGON
(44.567912, -120.156945)",
MAINE,2017,43,5,,77,,153,,2710,,3424,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
DIST. OF COL.,2017,43,,-,159,,426,,6688,,6040,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OKLAHOMA,2017,43,56,,348,,460,,14018,,18035,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
S. ATLANTIC,2017,43,3739,,6652,,11499,,274542,,270149,,,-,0,,2,,6,,8,,,
VIRGIN ISL.,2017,43,,-,9,,21,,349,,519,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
W.S. CENTRAL,2017,43,811,,4177,,5421,,173792,,177657,,,-,0,,2,,4,,15,,,
MONTANA,2017,43,,-,81,,158,,3433,,3654,,,-,0,,3,,13,,10,,"MONTANA
(47.062617, -109.430168)",
DIST. OF COL.,2017,44,,-,163,,426,,7204,,6222,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MOUNTAIN,2017,44,1586,,2206,,2991,,94882,,92720,,201,,115,,159,,5223,,5181,,,
C.N.M.I.,2017,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
HAWAII,2017,44,,-,130,,180,,5307,,5901,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2017,44,679,,733,,1607,,31483,,28630,,201,,113,,159,,5058,,5047,,"ARIZONA
(34.869712, -111.760902)",
NEW ENGLAND,2017,44,94,,1052,,1524,,39084,,45126,,,-,0,,1,,1,,3,,,
UNITED STATES,2017,44,16908,,31832,,37915,,1344687,,1347654,,234,,207,,342,,8900,,9654,,,
MINNESOTA,2017,44,4,,430,,506,,15944,,19249,,1,,1,,4,,48,,56,,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,44,2065,,4211,,4640,,181425,,167772,,32,,84,,183,,3549,,4289,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2017,44,254,,684,,845,,28713,,29290,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2017,44,22,,59,,77,,2597,,2999,,,-,0,,1,,4,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
PUERTO RICO,2017,44,45,,121,,350,,5292,,6296,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
S. ATLANTIC,2017,44,3673,,6686,,11499,,282472,,276025,,,-,0,,2,,7,,8,,,
TENNESSEE,2017,44,178,,646,,917,,26335,,27790,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
E.S. CENTRAL,2017,44,900,,1946,,2485,,78655,,81251,,,-,0,,1,,2,,,-,,
ARKANSAS,2017,44,110,,234,,620,,10436,,13869,,,-,0,,2,,3,,1,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2017,44,59,,1020,,1565,,43154,,61679,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2017,44,1052,,1971,,2771,,82848,,79279,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2017,44,67,,79,,130,,3504,,4087,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2017,44,118,,103,,149,,4625,,4475,,,-,0,,0,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2017,44,722,,401,,730,,14824,,16056,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
W.N. CENTRAL,2017,44,342,,1867,,2112,,77697,,80573,,1,,1,,5,,74,,87,,,
GUAM,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2017,44,491,,1162,,1273,,49803,,51633,,,-,0,,4,,19,,18,,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2017,44,468,,487,,819,,20207,,26460,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2017,44,379,,646,,927,,28412,,26267,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
KANSAS,2017,44,2,,260,,304,,11035,,10284,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
COLORADO,2017,44,491,,510,,790,,23625,,22394,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
AMER. SAMOA,2017,44,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MISSOURI,2017,44,168,,629,,756,,27290,,26254,,,-,0,,2,,13,,20,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2017,44,,-,91,,496,,4050,,3314,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2017,44,39,,37,,59,,1695,,1741,,,-,0,,1,,7,,1,,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2017,44,752,,759,,4710,,35862,,31115,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2017,44,194,,928,,1104,,38232,,38850,,,-,0,,2,,12,,30,,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2017,44,,-,80,,158,,3433,,3747,,,-,0,,3,,13,,10,,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2017,44,13,,226,,459,,7600,,11358,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2017,44,7,,82,,120,,3343,,3719,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
TEXAS,2017,44,2916,,2856,,4062,,125729,,122917,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
OREGON,2017,44,351,,362,,545,,15881,,14854,,,-,0,,2,,8,,11,,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2017,44,48,,346,,460,,14316,,18495,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2017,44,67,,252,,397,,10942,,10867,,,-,0,,2,,10,,23,,"NEW MEXICO
(34.520396, -106.244402)",
IOWA,2017,44,139,,264,,335,,11393,,11093,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ALASKA,2017,44,,-,113,,142,,4559,,4840,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2017,44,,-,680,,1684,,29591,,26601,,,-,0,,1,,1,,14,,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2017,44,429,,1216,,1431,,51993,,53971,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2017,44,,-,533,,761,,21459,,23391,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2017,44,888,,1122,,2006,,54645,,48177,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK,2017,44,930,,859,,2358,,37187,,34736,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
VIRGIN ISL.,2017,44,,-,9,,21,,349,,525,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2017,44,4,,22,,102,,913,,1376,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
PACIFIC,2017,44,2884,,5312,,5737,,227379,,219827,,32,,84,,185,,3557,,4300,,,
NEBRASKA,2017,44,,-,158,,274,,6095,,6975,,,-,0,,2,,9,,5,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2017,44,,-,548,,617,,19690,,22506,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
MID. ATLANTIC,2017,44,2903,,4167,,5072,,181512,,168991,,,-,0,,0,,,-,,-,,
UTAH,2017,44,175,,191,,231,,8396,,8084,,,-,1,,4,,34,,34,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2017,44,1,,1143,,1385,,42757,,49365,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2017,44,,-,388,,714,,16037,,14014,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK CITY,2017,44,831,,1418,,1584,,60967,,56788,,,N,0,,0,,,N,,N,,
IDAHO,2017,44,96,,113,,162,,4313,,4970,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,44,329,,530,,644,,23333,,22830,,,-,0,,1,,1,,11,,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2017,44,,-,77,,153,,2710,,3524,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
SOUTH CAROLINA,2017,44,812,,595,,2152,,28105,,24289,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEVADA,2017,44,39,,263,,343,,10995,,12287,,,-,2,,8,,101,,66,,"NEVADA
(39.491833, -117.070159)",
E.N. CENTRAL,2017,44,1452,,4353,,5174,,182934,,201259,,,-,1,,4,,32,,60,,,
MARYLAND,2017,44,442,,608,,1343,,25574,,23222,,,-,0,,2,,7,,6,,"MARYLAND
(39.290443, -76.612333)",
W.S. CENTRAL,2017,44,3074,,4160,,5420,,180072,,181882,,,-,0,,2,,4,,15,,,
NEW HAMPSHIRE,2017,44,77,,82,,201,,4121,,3048,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2017,45,,-,1165,,1385,,45306,,50508,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2017,45,14,,229,,459,,7956,,11609,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
KANSAS,2017,45,16,,260,,308,,11390,,10524,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2017,45,523,,731,,1606,,32485,,29327,,218,,113,,215,,5289,,5177,,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2017,45,,-,88,,496,,4050,,3407,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2017,45,20,,429,,506,,16180,,19714,,1,,1,,4,,49,,57,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2017,45,,-,82,,120,,3343,,3812,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2017,45,27,,118,,350,,5330,,6341,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK CITY,2017,45,817,,1417,,1585,,62326,,58115,,,N,0,,0,,,N,,N,,
MISSISSIPPI,2017,45,555,,401,,730,,15380,,16434,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2017,45,647,,759,,4710,,36508,,31462,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2017,45,160,,630,,756,,27790,,26741,,,-,0,,2,,14,,20,,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2017,45,,-,80,,158,,3433,,3827,,1,,0,,3,,14,,11,,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2017,45,101,,103,,149,,4726,,4563,,,-,0,,0,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
DIST. OF COL.,2017,45,,-,159,,426,,7387,,6369,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2017,45,,-,261,,335,,11393,,11348,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
LOUISIANA,2017,45,638,,680,,1684,,30646,,27136,,,-,0,,1,,1,,14,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2017,45,303,,356,,545,,16184,,15128,,,-,0,,1,,8,,11,,"OREGON
(44.567912, -120.156945)",
S. ATLANTIC,2017,45,2784,,6728,,11499,,290058,,281211,,,-,0,,2,,7,,8,,,
MICHIGAN,2017,45,196,,928,,1104,,38998,,39676,,,-,0,,2,,12,,30,,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2017,45,,-,130,,181,,5591,,6011,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
C.N.M.I.,2017,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MOUNTAIN,2017,45,876,,2200,,2990,,96663,,94816,,219,,115,,215,,5455,,5316,,,
NORTH DAKOTA,2017,45,14,,60,,77,,2667,,3063,,,-,0,,1,,4,,6,,"NORTH DAKOTA
(47.475879, -100.121011)",
AMER. SAMOA,2017,45,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
NEW HAMPSHIRE,2017,45,58,,82,,201,,4181,,3089,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2017,45,223,,647,,927,,29014,,26808,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2017,45,390,,617,,1343,,26186,,23684,,,-,0,,2,,7,,6,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2017,45,,-,530,,761,,21459,,23826,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2017,45,3,,261,,343,,11152,,12571,,,-,2,,8,,101,,69,,"NEVADA
(39.491833, -117.070159)",
MAINE,2017,45,,-,77,,153,,2710,,3578,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
GEORGIA,2017,45,358,,1216,,1433,,53167,,55141,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2017,45,36,,1021,,1566,,44199,,63151,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2017,45,,-,2856,,4062,,125729,,125733,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
E.S. CENTRAL,2017,45,555,,1925,,2386,,79211,,83094,,,-,0,,1,,2,,,-,,
VERMONT,2017,45,,-,22,,102,,913,,1406,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2017,45,,-,78,,130,,3504,,4163,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGIN ISL.,2017,45,,-,9,,21,,349,,532,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ALASKA,2017,45,,-,112,,142,,4559,,4952,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2017,45,284,,682,,845,,29346,,29972,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2017,45,732,,859,,2358,,37900,,35363,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
E.N. CENTRAL,2017,45,1358,,4344,,5175,,187021,,205823,,2,,0,,4,,34,,62,,,
GUAM,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2017,45,42,,37,,59,,1750,,1778,,,-,0,,1,,7,,1,,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2017,45,112,,234,,619,,10625,,14122,,,-,0,,2,,3,,1,,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2017,45,827,,1126,,2006,,55766,,49371,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MID. ATLANTIC,2017,45,2660,,4190,,5072,,185338,,172821,,,-,0,,0,,,-,,-,,
UTAH,2017,45,102,,192,,231,,8556,,8274,,,-,1,,4,,34,,35,,"UTAH
(39.359772, -111.584173)",
PACIFIC,2017,45,529,,5313,,5737,,230048,,224940,,11,,84,,181,,3665,,4455,,,
COLORADO,2017,45,,-,506,,790,,23625,,22818,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2017,45,,-,645,,917,,26335,,28541,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
NEW ENGLAND,2017,45,72,,1052,,1524,,39500,,46169,,,-,0,,1,,1,,3,,,
OKLAHOMA,2017,45,49,,347,,445,,14610,,18909,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
CALIFORNIA,2017,45,226,,4217,,4655,,183507,,171862,,11,,84,,181,,3657,,4444,,"CALIFORNIA
(37.640735, -121.002435)",
W.S. CENTRAL,2017,45,799,,4161,,5420,,181610,,185900,,,-,0,,2,,4,,15,,,
W.N. CENTRAL,2017,45,260,,1867,,2112,,79248,,82273,,1,,1,,5,,76,,88,,,
UNITED STATES,2017,45,9893,,31840,,37915,,1368697,,1377047,,233,,212,,342,,9244,,9947,,,
IDAHO,2017,45,105,,113,,164,,4436,,5094,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2017,45,,-,544,,617,,19690,,23080,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
WASHINGTON,2017,45,,-,482,,819,,20207,,26987,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEBRASKA,2017,45,50,,158,,274,,6485,,7071,,,-,0,,2,,9,,5,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2017,45,499,,1162,,1276,,50872,,52828,,2,,0,,4,,21,,19,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2017,45,532,,598,,2152,,28637,,24644,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
KENTUCKY,2017,45,,-,386,,714,,16037,,14293,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2017,45,404,,531,,644,,23938,,23360,,,-,0,,1,,1,,12,,"WISCONSIN
(44.395526, -89.834513)",
NEW MEXICO,2017,45,101,,252,,397,,11226,,11127,,,-,0,,2,,10,,23,,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,45,756,,1971,,2771,,84637,,80677,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MINNESOTA,2017,46,5,,433,,506,,16593,,20190,,1,,1,,4,,51,,57,,"MINNESOTA
(46.357661, -94.793397)",
W.S. CENTRAL,2017,46,421,,4161,,5420,,182348,,190274,,,-,0,,3,,6,,15,,,
NEW HAMPSHIRE,2017,46,64,,82,,201,,4245,,3129,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2017,46,81,,103,,149,,4807,,4690,,,-,0,,0,,,-,2,,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2017,46,62,,348,,445,,14866,,19345,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2017,46,,-,653,,917,,28853,,29312,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
C.N.M.I.,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEVADA,2017,46,6,,261,,343,,11331,,12913,,,-,2,,8,,101,,72,,"NEVADA
(39.491833, -117.070159)",
MARYLAND,2017,46,506,,627,,1343,,27201,,24436,,,-,0,,2,,7,,6,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2017,46,439,,1221,,1442,,54391,,56442,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2017,46,,-,928,,1104,,38998,,40759,,,-,0,,2,,13,,31,,"MICHIGAN
(44.66399, -84.711206)",
VIRGIN ISL.,2017,46,,-,9,,21,,349,,540,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DIST. OF COL.,2017,46,,-,162,,426,,7387,,6463,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
UNITED STATES,2017,46,11710,,29343,,37915,,1294895,,1411246,,190,,210,,342,,9380,,10289,,,
MISSISSIPPI,2017,46,629,,427,,731,,16010,,16965,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2017,46,,-,262,,335,,11393,,11608,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2017,46,63,,1032,,1566,,45634,,64649,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2017,46,,-,22,,102,,913,,1431,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2017,46,,-,78,,130,,3504,,4285,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
IDAHO,2017,46,,-,111,,164,,4436,,5237,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH DAKOTA,2017,46,,-,81,,120,,3343,,3888,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2017,46,1208,,1983,,2771,,86693,,82712,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MOUNTAIN,2017,46,915,,2212,,3004,,99059,,97530,,159,,115,,209,,5591,,5475,,,
ARKANSAS,2017,46,50,,230,,618,,10763,,14401,,,-,0,,2,,3,,1,,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2017,46,,-,2944,,4382,,129606,,176129,,29,,82,,181,,3651,,4625,,"CALIFORNIA
(37.640735, -121.002435)",
E.N. CENTRAL,2017,46,1187,,4343,,5175,,190709,,210923,,,-,1,,4,,35,,64,,,
HAWAII,2017,47,,-,131,,181,,5822,,6240,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2017,46,,-,158,,274,,6485,,7259,,,-,0,,2,,9,,5,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2017,46,204,,630,,756,,28554,,27371,,1,,0,,2,,15,,20,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2017,46,550,,1160,,1276,,52055,,54020,,,-,0,,4,,21,,19,,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2017,46,503,,480,,819,,20710,,27806,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2017,46,1080,,859,,2358,,38971,,36284,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
INDIANA,2017,46,186,,648,,927,,29520,,27559,,,-,0,,0,,,-,1,,"INDIANA
(39.76845, -86.156212)",
HAWAII,2017,46,,-,130,,181,,5591,,6142,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MONTANA,2017,46,14,,80,,158,,3749,,3927,,,-,0,,3,,15,,11,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2017,46,,-,530,,761,,21459,,24231,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
PACIFIC,2017,46,964,,4037,,5737,,177111,,230677,,29,,82,,181,,3659,,4636,,,
MASSACHUSETTS,2017,46,,-,542,,617,,19690,,23658,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
UTAH,2017,46,129,,192,,231,,8810,,8450,,,-,1,,4,,34,,36,,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2017,46,,-,91,,496,,4322,,3574,,,-,0,,1,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2017,46,,-,506,,790,,24017,,23303,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2017,46,388,,532,,644,,24502,,23936,,,-,0,,1,,1,,13,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2017,46,12,,228,,459,,8247,,11900,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2017,46,,-,77,,153,,2710,,3628,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
GUAM,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
W.N. CENTRAL,2017,46,272,,1869,,2112,,80809,,84213,,2,,1,,5,,79,,88,,,
E.S. CENTRAL,2017,46,1095,,1947,,2386,,83555,,85480,,,-,0,,1,,2,,,-,,
NEW JERSEY,2017,46,353,,681,,845,,30085,,30653,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK CITY,2017,46,772,,1417,,1585,,63652,,59544,,,N,0,,0,,,N,,N,,
LOUISIANA,2017,46,309,,680,,1684,,30990,,27871,,,-,0,,1,,3,,14,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2017,46,461,,356,,545,,16645,,15533,,,-,0,,1,,8,,11,,"OREGON
(44.567912, -120.156945)",
MID. ATLANTIC,2017,46,2992,,4190,,5072,,189517,,177041,,,-,0,,0,,,-,,-,,
KANSAS,2017,46,63,,263,,309,,11774,,10765,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2017,46,466,,387,,714,,17233,,14972,,,-,0,,1,,2,,,-,"KENTUCKY
(37.64591, -84.774043)",
