Reporting Area,MMWR Year,MMWR Week,"Cholera, Current week","Cholera, Current week, flag","Cholera, Previous 52 weeks Max†","Cholera, Previous 52 weeks Max†, flag","Cholera, Cum 2019†","Cholera, Cum 2019†, flag","Cholera, Cum 2018†","Cholera, Cum 2018†, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Max†","Coccidioidomycosis, Previous 52 weeks Max†, flag","Coccidioidomycosis, Cum 2019†","Coccidioidomycosis, Cum 2019†, flag","Coccidioidomycosis, Cum 2018†","Coccidioidomycosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
ILLINOIS,2019,1,,-,1,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20190115
MISSISSIPPI,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20190141
SOUTH ATLANTIC,2019,1,,-,1,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC,20190128
PENNSYLVANIA,2019,1,,-,1,,,-,,-,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20190113
MAINE,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20190104
U.S. VIRGIN ISLANDS,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190168
US RESIDENTS,2019,1,,-,2,,,-,,-,78,,503,,78,,503,,,US RESIDENTS,20190101
NEW YORK CITY,2019,1,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20190112
OHIO,2019,1,,-,0,,,-,,-,,-,5,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190118
WEST VIRGINIA,2019,1,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20190137
NORTHERN MARIANA ISLANDS,2019,1,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190165
NON-US RESIDENTS,2019,1,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190169
MASSACHUSETTS,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20190105
VERMONT,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20190108
LOUISIANA,2019,1,,-,0,,,-,,-,,-,1,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190145
NORTH DAKOTA,2019,1,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190126
TOTAL,2019,1,,-,2,,,-,,-,78,,503,,78,,503,,,TOTAL,20190170
MIDDLE ATLANTIC,2019,1,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20190109
RHODE ISLAND,2019,1,,-,0,,,-,,-,,-,1,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190107
US TERRITORIES,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190163
EAST NORTH CENTRAL,2019,1,,-,1,,,-,,-,,-,6,,,-,1,,,EAST NORTH CENTRAL,20190114
WEST SOUTH CENTRAL,2019,1,,-,0,,,-,,-,,-,2,,,-,,-,,WEST SOUTH CENTRAL,20190143
DELAWARE,2019,1,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190129
TEXAS,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20190147
OREGON,2019,1,,-,0,,,-,,-,,-,3,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190161
HAWAII,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20190160
MARYLAND,2019,1,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190133
MONTANA,2019,1,,-,0,,,-,,-,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190152
KANSAS,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",,20190122
GEORGIA,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20190132
VIRGINIA,2019,1,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20190136
NEW YORK,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190211
MICHIGAN,2019,2,,-,1,,,-,,-,,-,2,,,-,1,,"MICHIGAN
(44.874798, -85.730977)",,20190217
US RESIDENTS,2019,2,,-,2,,,-,,-,204,,461,,382,,958,,,US RESIDENTS,20190201
GUAM,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190266
MASSACHUSETTS,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20190205
HAWAII,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20190260
NEW ENGLAND,2019,2,,-,0,,,-,,-,,-,2,,,-,,-,,NEW ENGLAND,20190202
CALIFORNIA,2019,2,,-,1,,,-,,-,20,,230,,52,,481,,"CALIFORNIA
(37.211164, -119.662127)",,20190259
COLORADO,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20190250
INDIANA,2019,2,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190216
MOUNTAIN,2019,2,,-,1,,,-,,-,184,,233,,330,,464,,,MOUNTAIN,20190248
WEST SOUTH CENTRAL,2019,2,,-,0,,,-,,-,,-,2,,,-,1,,,WEST SOUTH CENTRAL,20190243
WEST VIRGINIA,2019,2,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20190237
OKLAHOMA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20190246
OREGON,2019,2,,-,0,,,-,,-,,-,3,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190261
ARKANSAS,2019,2,,-,0,,,-,,-,,-,2,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190244
PACIFIC,2019,2,,-,1,,,-,,-,20,,230,,52,,481,,,PACIFIC,20190257
ALABAMA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20190239
IDAHO,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20190251
NEW MEXICO,2019,2,,-,0,,,-,,-,,-,4,,,-,3,,"NEW MEXICO
(34.421369, -106.108388)",,20190254
ALASKA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20190258
TOTAL,2019,2,,-,2,,,-,,-,204,,461,,382,,960,,,TOTAL,20190270
WEST NORTH CENTRAL,2019,2,,-,0,,,-,,-,,-,5,,,-,9,,,WEST NORTH CENTRAL,20190220
NON-US RESIDENTS,2019,2,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190269
VERMONT,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20190208
TENNESSEE,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20190242
WASHINGTON,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20190262
NEW YORK CITY,2019,2,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20190212
MAINE,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20190204
NEW HAMPSHIRE,2019,2,,-,0,,,-,,-,,-,1,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190206
OHIO,2019,2,,-,0,,,-,,-,,-,5,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190218
EAST NORTH CENTRAL,2019,2,,-,1,,,-,,-,,-,6,,,-,3,,,EAST NORTH CENTRAL,20190214
PENNSYLVANIA,2019,2,,-,1,,,-,,-,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20190213
MISSISSIPPI,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20190241
AMERICAN SAMOA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20190264
WYOMING,2019,2,,-,0,,,-,,-,,-,1,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190256
NORTHERN MARIANA ISLANDS,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190265
LOUISIANA,2019,2,,-,0,,,-,,-,,-,1,,,-,1,,"LOUISIANA
(30.921314, -91.840238)",,20190245
PUERTO RICO,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20190267
IOWA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20190221
WISCONSIN,2019,2,,-,0,,,-,,-,,-,3,,,-,2,,"WISCONSIN
(44.639954, -89.732969)",,20190219
ILLINOIS,2019,2,,-,1,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20190215
DELAWARE,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190229
VIRGINIA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20190236
NORTH DAKOTA,2019,2,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190226
SOUTH ATLANTIC,2019,2,,-,1,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC,20190228
FLORIDA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20190231
NEW JERSEY,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20190210
CONNECTICUT,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20190203
MISSOURI,2019,2,,-,0,,,-,,-,,-,3,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20190224
MIDDLE ATLANTIC,2019,2,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20190209
TEXAS,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20190247
MINNESOTA,2019,2,,-,0,,,-,,-,,-,5,,,-,6,,"MINNESOTA
(46.349153, -94.198308)",,20190223
ARIZONA,2019,2,,-,1,,,-,,-,184,,224,,330,,446,,"ARIZONA
(34.293239, -111.664616)",,20190249
KENTUCKY,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190240
MARYLAND,2019,2,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190233
U.S. VIRGIN ISLANDS,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190268
SOUTH DAKOTA,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190227
DISTRICT OF COLUMBIA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190230
US TERRITORIES,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190263
EAST SOUTH CENTRAL,2019,2,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190238
KANSAS,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",,20190222
NORTH CAROLINA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20190234
GEORGIA,2019,2,,-,1,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20190232
SOUTH CAROLINA,2019,2,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190235
MONTANA,2019,2,,-,0,,,-,,-,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190252
NEBRASKA,2019,2,,-,0,,,-,,-,,-,1,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20190225
RHODE ISLAND,2019,2,,-,0,,,-,,-,,-,1,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190207
NEVADA,2019,2,,-,0,,,-,,-,,-,10,,,-,12,,"NEVADA
(39.283294, -114.916992)",,20190253
UTAH,2019,2,,-,0,,,-,,-,,-,1,,,-,2,,"UTAH
(39.323779, -111.678222)",,20190255
COLORADO,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",,20190350
WEST SOUTH CENTRAL,2019,3,,-,0,,,-,,-,,-,2,,,-,1,,,WEST SOUTH CENTRAL,20190343
SOUTH DAKOTA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190327
GUAM,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190366
NEW HAMPSHIRE,2019,3,,-,0,,,-,,-,,-,1,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190306
EAST NORTH CENTRAL,2019,3,,-,1,,,-,,-,,-,6,,,-,8,,,EAST NORTH CENTRAL,20190314
PENNSYLVANIA,2019,3,,-,1,,,-,,-,,N,,NC,,N,,N,"PENNSYLVANIA
(40.896694, -77.838886)",,20190313
MISSOURI,2019,3,,-,0,,,-,,-,,-,3,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20190324
NEW JERSEY,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW JERSEY
(40.110253, -74.655514)",,20190310
KANSAS,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"KANSAS
(38.484729, -98.38018)",,20190322
WEST VIRGINIA,2019,3,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20190337
U.S. VIRGIN ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190368
TENNESSEE,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20190342
CONNECTICUT,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"CONNECTICUT
(41.575155, -72.738288)",,20190303
MOUNTAIN,2019,3,,-,1,,,-,,-,,-,233,,337,,697,,,MOUNTAIN,20190348
KENTUCKY,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190340
IDAHO,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20190351
OKLAHOMA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20190346
NEBRASKA,2019,3,,-,0,,,-,,-,,-,1,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20190325
LOUISIANA,2019,3,,-,0,,,-,,-,,-,1,,,-,1,,"LOUISIANA
(30.921314, -91.840238)",,20190345
FLORIDA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"FLORIDA
(28.260731, -82.420978)",,20190331
TOTAL,2019,3,,-,2,,,-,,-,14,,461,,419,,1419,,,TOTAL,20190370
NON-US RESIDENTS,2019,3,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190369
MICHIGAN,2019,3,,-,1,,,-,,-,,-,2,,,-,3,,"MICHIGAN
(44.874798, -85.730977)",,20190317
HAWAII,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20190360
WEST NORTH CENTRAL,2019,3,,-,0,,,-,,-,,-,5,,,-,16,,,WEST NORTH CENTRAL,20190320
ARIZONA,2019,3,,-,1,,,-,,-,,-,224,,337,,670,,"ARIZONA
(34.293239, -111.664616)",,20190349
WASHINGTON,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20190362
MOUNTAIN,2019,6,,-,0,,,-,,-,205,,296,,1275,,1252,,,MOUNTAIN,20190648
MONTANA,2019,3,,-,0,,,-,,-,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190352
SOUTH CAROLINA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190335
NEW YORK CITY,2019,3,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20190312
US TERRITORIES,2019,8,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190863
NORTH CAROLINA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20190334
ILLINOIS,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20190315
VERMONT,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20190308
RHODE ISLAND,2019,3,,-,0,,,-,,-,,-,1,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190307
NEW MEXICO,2019,3,,-,0,,,-,,-,,-,4,,,-,6,,"NEW MEXICO
(34.421369, -106.108388)",,20190354
OHIO,2019,3,,-,0,,,-,,-,,-,5,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190318
MAINE,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"MAINE
(45.117911, -69.06137)",,20190304
MINNESOTA,2019,3,,-,0,,,-,,-,,-,5,,,-,13,,"MINNESOTA
(46.349153, -94.198308)",,20190323
PUERTO RICO,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20190367
MISSISSIPPI,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20190341
GEORGIA,2019,3,,-,1,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20190332
DISTRICT OF COLUMBIA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190330
NEW YORK,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190311
WYOMING,2019,3,,-,0,,,-,,-,,-,1,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190356
ALABAMA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20190339
INDIANA,2019,3,,-,0,,,-,,-,,-,2,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190316
MARYLAND,2019,3,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190333
US TERRITORIES,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190363
US RESIDENTS,2019,3,,-,2,,,-,,-,14,,461,,419,,1419,,,US RESIDENTS,20190301
CALIFORNIA,2019,3,,-,1,,,-,,-,14,,217,,82,,697,,"CALIFORNIA
(37.211164, -119.662127)",,20190359
MIDDLE ATLANTIC,2019,3,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20190309
NEVADA,2019,3,,-,0,,,-,,-,,-,10,,,-,17,,"NEVADA
(39.283294, -114.916992)",,20190353
NEW ENGLAND,2019,3,,-,0,,,-,,-,,-,2,,,-,,-,,NEW ENGLAND,20190302
ARKANSAS,2019,3,,-,0,,,-,,-,,-,2,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190344
AMERICAN SAMOA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA,20190364
UTAH,2019,3,,-,0,,,-,,-,,-,1,,,-,3,,"UTAH
(39.323779, -111.678222)",,20190355
EAST SOUTH CENTRAL,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190338
PACIFIC,2019,3,,-,1,,,-,,-,14,,217,,82,,697,,,PACIFIC,20190357
DELAWARE,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190329
TEXAS,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20190347
VIRGINIA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"VIRGINIA
(37.510861, -78.666382)",,20190336
NORTH DAKOTA,2019,3,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190326
SOUTH ATLANTIC,2019,3,,-,1,,,-,,-,,-,1,,,-,,-,,SOUTH ATLANTIC,20190328
IOWA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20190321
MASSACHUSETTS,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20190305
WISCONSIN,2019,3,,-,0,,,-,,-,,-,3,,,-,5,,"WISCONSIN
(44.639954, -89.732969)",,20190319
OREGON,2019,3,,-,0,,,-,,-,,-,3,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190361
ALASKA,2019,3,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",,20190358
NORTHERN MARIANA ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190365
WEST VIRGINIA,2019,4,,-,1,,,-,,-,,N,,NC,,N,,N,"WEST VIRGINIA
(38.642579, -80.613729)",,20190437
IDAHO,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"IDAHO
(44.389073, -114.659366)",,20190451
MASSACHUSETTS,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"MASSACHUSETTS
(42.151077, -71.481104)",,20190405
PACIFIC,2019,4,,-,1,,,-,,-,14,,217,,138,,664,,,PACIFIC,20190457
MIDDLE ATLANTIC,2019,4,,-,1,,,-,,-,,-,1,,,-,,-,,MIDDLE ATLANTIC,20190409
US RESIDENTS,2019,4,,-,2,,,-,,-,208,,426,,905,,1595,,,US RESIDENTS,20190401
KENTUCKY,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190440
WEST NORTH CENTRAL,2019,4,,-,0,,,-,,-,1,,5,,1,,18,,,WEST NORTH CENTRAL,20190420
MICHIGAN,2019,4,,-,1,,,-,,-,,-,2,,,-,3,,"MICHIGAN
(44.874798, -85.730977)",,20190417
NEW YORK CITY,2019,4,,-,1,,,-,,-,,N,,NC,,N,,N,,NEW YORK CITY,20190412
DELAWARE,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190429
MARYLAND,2019,4,,-,0,,,-,,-,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190433
WEST SOUTH CENTRAL,2019,4,,-,0,,,-,,-,,-,2,,,-,3,,,WEST SOUTH CENTRAL,20190443
WASHINGTON,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20190462
ARKANSAS,2019,4,,-,0,,,-,,-,,-,2,,,-,2,,"ARKANSAS
(34.899825, -92.439162)",,20190444
NEW MEXICO,2019,4,,-,0,,,-,,-,,-,4,,,-,10,,"NEW MEXICO
(34.421369, -106.108388)",,20190454
WYOMING,2019,4,,-,0,,,-,,-,,-,1,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190456
ALABAMA,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"ALABAMA
(32.756889, -86.844516)",,20190439
GEORGIA,2019,4,,-,1,,,-,,-,,N,,NC,,N,,N,"GEORGIA
(32.638481, -83.426574)",,20190432
OHIO,2019,4,,-,0,,,-,,-,1,,5,,1,,,-,"OHIO
(40.415534, -82.70936)",,20190418
MOUNTAIN,2019,4,,-,1,,,-,,-,192,,215,,765,,902,,,MOUNTAIN,20190448
MINNESOTA,2019,4,,-,0,,,-,,-,,-,4,,,-,15,,"MINNESOTA
(46.349153, -94.198308)",,20190423
UTAH,2019,4,,-,0,,,-,,-,,-,1,,,-,3,,"UTAH
(39.323779, -111.678222)",,20190455
US TERRITORIES,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190463
EAST SOUTH CENTRAL,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190438
ILLINOIS,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"ILLINOIS
(40.124144, -89.148632)",,20190415
TENNESSEE,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"TENNESSEE
(35.842998, -86.343226)",,20190442
TEXAS,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"TEXAS
(31.447238, -99.317341)",,20190447
SOUTH CAROLINA,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190435
NORTH DAKOTA,2019,4,,-,0,,,-,,-,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190426
IOWA,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20190421
NEW ENGLAND,2019,4,,-,0,,,-,,-,,-,2,,,-,,-,,NEW ENGLAND,20190402
MONTANA,2019,4,,-,0,,,-,,-,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190452
PUERTO RICO,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",,20190467
NEW HAMPSHIRE,2019,4,,-,0,,,-,,-,,-,1,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190406
HAWAII,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"HAWAII
(21.361013, -157.854309)",,20190460
MISSISSIPPI,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"MISSISSIPPI
(32.713378, -89.65344)",,20190441
EAST NORTH CENTRAL,2019,4,,-,1,,,-,,-,1,,6,,1,,8,,,EAST NORTH CENTRAL,20190414
NON-US RESIDENTS,2019,4,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190469
VERMONT,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"VERMONT
(44.075252, -72.662695)",,20190408
GUAM,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190466
NORTHERN MARIANA ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190465
OKLAHOMA,2019,4,,-,0,,,-,,-,,N,,NC,,N,,N,"OKLAHOMA
(35.583449, -97.508297)",,20190446
